ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,mnt_sum,purchases_sum,Lat,Long,Per Capita Income,Currency Conv to USD
8334,1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,SP,131,10,40.416775,-3.70379,"27,057.2",0.84623097
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,SP,59,7,40.416775,-3.70379,"27,057.2",0.84623097
2797,1977,Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,SP,1073,26,40.416775,-3.70379,"27,057.2",0.84623097
3759,1958,Graduation,Together,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,SP,1155,26,40.416775,-3.70379,"27,057.2",0.84623097
7378,1981,Master,Together,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,SP,573,22,40.416775,-3.70379,"27,057.2",0.84623097
6263,1968,Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,SP,106,9,40.416775,-3.70379,"27,057.2",0.84623097
10129,1966,Graduation,Together,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,SP,1456,21,40.416775,-3.70379,"27,057.2",0.84623097
3334,1951,Graduation,Married,94642.0,0,0,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,SP,2211,21,40.416775,-3.70379,"27,057.2",0.84623097
2570,1968,Graduation,Together,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,1,0,SP,815,25,40.416775,-3.70379,"27,057.2",0.84623097
590,1970,Master,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,0,SP,1812,16,40.416775,-3.70379,"27,057.2",0.84623097
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,0,SP,895,29,40.416775,-3.70379,"27,057.2",0.84623097
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,0,SP,210,10,40.416775,-3.70379,"27,057.2",0.84623097
7718,1947,Master,Together,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,SP,711,10,40.416775,-3.70379,"27,057.2",0.84623097
8605,1964,PhD,Together,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,68,7,40.416775,-3.70379,"27,057.2",0.84623097
9206,1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,SP,1121,26,40.416775,-3.70379,"27,057.2",0.84623097
10757,1967,PhD,Divorced,28420.0,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,SP,13,4,40.416775,-3.70379,"27,057.2",0.84623097
907,1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,SP,362,18,40.416775,-3.70379,"27,057.2",0.84623097
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SP,1095,26,40.416775,-3.70379,"27,057.2",0.84623097
3265,1959,Graduation,Married,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,SP,46,5,40.416775,-3.70379,"27,057.2",0.84623097
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,0,SP,1724,30,40.416775,-3.70379,"27,057.2",0.84623097
7736,1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,0,SP,61,7,40.416775,-3.70379,"27,057.2",0.84623097
942,1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,0,SP,299,14,40.416775,-3.70379,"27,057.2",0.84623097
5107,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,SP,49,6,40.416775,-3.70379,"27,057.2",0.84623097
6428,1950,PhD,Widow,76842.0,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,SP,1130,17,40.416775,-3.70379,"27,057.2",0.84623097
8527,1965,Master,Together,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,SP,395,19,40.416775,-3.70379,"27,057.2",0.84623097
6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,SP,1194,32,40.416775,-3.70379,"27,057.2",0.84623097
4552,1991,Graduation,Married,51373.0,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,SP,393,12,40.416775,-3.70379,"27,057.2",0.84623097
10377,1958,Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,SP,397,15,40.416775,-3.70379,"27,057.2",0.84623097
5336,1971,Master,Together,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,SP,59,2,40.416775,-3.70379,"27,057.2",0.84623097
10350,1950,PhD,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,SP,38,5,40.416775,-3.70379,"27,057.2",0.84623097
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,SP,1307,23,40.416775,-3.70379,"27,057.2",0.84623097
10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,SP,201,11,40.416775,-3.70379,"27,057.2",0.84623097
9797,1956,Graduation,Married,58116.0,0,1,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,SP,443,16,40.416775,-3.70379,"27,057.2",0.84623097
9336,1969,PhD,Widow,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,SP,636,21,40.416775,-3.70379,"27,057.2",0.84623097
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,SP,670,20,40.416775,-3.70379,"27,057.2",0.84623097
9185,1966,PhD,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,0,SP,1029,18,40.416775,-3.70379,"27,057.2",0.84623097
10858,1975,Graduation,Together,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,SP,820,25,40.416775,-3.70379,"27,057.2",0.84623097
8925,1965,Master,Married,70053.0,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,SP,1012,26,40.416775,-3.70379,"27,057.2",0.84623097
2499,1958,2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,SP,563,18,40.416775,-3.70379,"27,057.2",0.84623097
1109,1982,Master,Together,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,12,4,40.416775,-3.70379,"27,057.2",0.84623097
5370,1973,PhD,Married,32644.0,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,SP,413,18,40.416775,-3.70379,"27,057.2",0.84623097
2098,1969,PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,17,4,40.416775,-3.70379,"27,057.2",0.84623097
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,SP,406,14,40.416775,-3.70379,"27,057.2",0.84623097
2156,1955,PhD,Married,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,SP,41,10,40.416775,-3.70379,"27,057.2",0.84623097
10151,1960,Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,SP,946,22,40.416775,-3.70379,"27,057.2",0.84623097
10473,1956,PhD,Widow,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,0,SP,528,20,40.416775,-3.70379,"27,057.2",0.84623097
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,SP,48,6,40.416775,-3.70379,"27,057.2",0.84623097
5866,1974,Graduation,Together,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,SP,219,12,40.416775,-3.70379,"27,057.2",0.84623097
898,1986,Graduation,Married,23477.0,1,0,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,SP,147,10,40.416775,-3.70379,"27,057.2",0.84623097
10242,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,SP,75,8,40.416775,-3.70379,"27,057.2",0.84623097
5835,1976,PhD,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,SP,65,9,40.416775,-3.70379,"27,057.2",0.84623097
6919,1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,SP,63,9,40.416775,-3.70379,"27,057.2",0.84623097
6197,1962,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,SP,57,9,40.416775,-3.70379,"27,057.2",0.84623097
5092,1949,PhD,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,1,0,SP,467,19,40.416775,-3.70379,"27,057.2",0.84623097
9094,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,0,SP,587,16,40.416775,-3.70379,"27,057.2",0.84623097
9847,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,SP,587,16,40.416775,-3.70379,"27,057.2",0.84623097
1458,1982,Master,Married,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,SP,44,9,40.416775,-3.70379,"27,057.2",0.84623097
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,SP,48,8,40.416775,-3.70379,"27,057.2",0.84623097
10790,1985,PhD,Married,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,SP,21,4,40.416775,-3.70379,"27,057.2",0.84623097
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,SP,973,26,40.416775,-3.70379,"27,057.2",0.84623097
2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,SP,330,14,40.416775,-3.70379,"27,057.2",0.84623097
10525,1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,1,0,SP,27,4,40.416775,-3.70379,"27,057.2",0.84623097
1403,1975,2n Cycle,Together,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,SP,38,6,40.416775,-3.70379,"27,057.2",0.84623097
4055,1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,SP,64,8,40.416775,-3.70379,"27,057.2",0.84623097
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,SP,1363,20,40.416775,-3.70379,"27,057.2",0.84623097
4331,1978,Master,Together,85738.0,0,0,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,SP,1371,21,40.416775,-3.70379,"27,057.2",0.84623097
9750,1961,PhD,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,SP,1307,23,40.416775,-3.70379,"27,057.2",0.84623097
6682,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,SP,37,5,40.416775,-3.70379,"27,057.2",0.84623097
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,SP,506,21,40.416775,-3.70379,"27,057.2",0.84623097
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,SP,81,7,40.416775,-3.70379,"27,057.2",0.84623097
5207,1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,0,SP,793,29,40.416775,-3.70379,"27,057.2",0.84623097
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,SP,1092,28,40.416775,-3.70379,"27,057.2",0.84623097
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,SP,1795,27,40.416775,-3.70379,"27,057.2",0.84623097
9829,1978,Graduation,Together,28587.0,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,SP,78,9,40.416775,-3.70379,"27,057.2",0.84623097
3602,1958,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,SP,195,11,40.416775,-3.70379,"27,057.2",0.84623097
4756,1952,2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1,0,SP,1168,25,40.416775,-3.70379,"27,057.2",0.84623097
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,SP,177,11,40.416775,-3.70379,"27,057.2",0.84623097
5394,1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,SP,38,10,40.416775,-3.70379,"27,057.2",0.84623097
6320,1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,SP,1508,23,40.416775,-3.70379,"27,057.2",0.84623097
1867,1957,Graduation,Single,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,1,0,SP,1336,19,40.416775,-3.70379,"27,057.2",0.84623097
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,SP,684,21,40.416775,-3.70379,"27,057.2",0.84623097
521,1985,Graduation,Together,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,SP,581,18,40.416775,-3.70379,"27,057.2",0.84623097
4394,1965,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,SP,1501,23,40.416775,-3.70379,"27,057.2",0.84623097
5299,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,SP,1586,25,40.416775,-3.70379,"27,057.2",0.84623097
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,21,4,40.416775,-3.70379,"27,057.2",0.84623097
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,SP,34,5,40.416775,-3.70379,"27,057.2",0.84623097
5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,SP,44,5,40.416775,-3.70379,"27,057.2",0.84623097
2694,1967,Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,SP,24,5,40.416775,-3.70379,"27,057.2",0.84623097
10613,1958,PhD,Together,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,SP,62,11,40.416775,-3.70379,"27,057.2",0.84623097
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,1,0,SP,2059,24,40.416775,-3.70379,"27,057.2",0.84623097
10176,1968,Graduation,Single,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,1,0,SP,416,23,40.416775,-3.70379,"27,057.2",0.84623097
6201,1978,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,1,SP,49,7,40.416775,-3.70379,"27,057.2",0.84623097
7397,1951,Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,SP,688,21,40.416775,-3.70379,"27,057.2",0.84623097
2181,1970,Graduation,Married,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,SP,1280,14,40.416775,-3.70379,"27,057.2",0.84623097
1170,1975,Graduation,Married,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,SP,244,14,40.416775,-3.70379,"27,057.2",0.84623097
8812,1979,2n Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,SP,48,7,40.416775,-3.70379,"27,057.2",0.84623097
10821,1978,Graduation,Married,57113.0,1,1,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,SP,263,16,40.416775,-3.70379,"27,057.2",0.84623097
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,SP,1371,23,40.416775,-3.70379,"27,057.2",0.84623097
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,SP,963,14,40.416775,-3.70379,"27,057.2",0.84623097
7629,1977,Graduation,Married,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,SP,31,7,40.416775,-3.70379,"27,057.2",0.84623097
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,SP,120,9,40.416775,-3.70379,"27,057.2",0.84623097
3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,SP,54,9,40.416775,-3.70379,"27,057.2",0.84623097
6173,1979,Graduation,Together,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,SP,969,24,40.416775,-3.70379,"27,057.2",0.84623097
663,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,SP,71,6,40.416775,-3.70379,"27,057.2",0.84623097
4102,1975,2n Cycle,Married,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,SP,23,4,40.416775,-3.70379,"27,057.2",0.84623097
10092,1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,SP,1504,26,40.416775,-3.70379,"27,057.2",0.84623097
6295,1977,Graduation,Married,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,SP,981,26,40.416775,-3.70379,"27,057.2",0.84623097
7453,1954,Graduation,Single,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,1,0,SP,488,21,40.416775,-3.70379,"27,057.2",0.84623097
10841,1975,PhD,Together,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,SP,484,18,40.416775,-3.70379,"27,057.2",0.84623097
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,SP,1495,19,40.416775,-3.70379,"27,057.2",0.84623097
843,1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,SP,805,25,40.416775,-3.70379,"27,057.2",0.84623097
6211,1976,PhD,Together,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,SP,39,5,40.416775,-3.70379,"27,057.2",0.84623097
7007,1968,Master,Married,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,SP,63,8,40.416775,-3.70379,"27,057.2",0.84623097
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,0,SP,69,10,40.416775,-3.70379,"27,057.2",0.84623097
8975,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,SP,69,10,40.416775,-3.70379,"27,057.2",0.84623097
6616,1975,Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,SP,461,16,40.416775,-3.70379,"27,057.2",0.84623097
6248,1947,Master,Single,91712.0,0,0,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,1,0,SP,2217,27,40.416775,-3.70379,"27,057.2",0.84623097
3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,SP,382,15,40.416775,-3.70379,"27,057.2",0.84623097
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,SP,2089,22,40.416775,-3.70379,"27,057.2",0.84623097
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,SP,1388,33,40.416775,-3.70379,"27,057.2",0.84623097
880,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,SP,96,6,40.416775,-3.70379,"27,057.2",0.84623097
4184,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,SP,265,12,40.416775,-3.70379,"27,057.2",0.84623097
7679,1985,PhD,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,SP,28,6,40.416775,-3.70379,"27,057.2",0.84623097
7530,1950,PhD,Widow,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,SP,138,10,40.416775,-3.70379,"27,057.2",0.84623097
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,SP,152,12,40.416775,-3.70379,"27,057.2",0.84623097
5922,1974,PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,SP,218,12,40.416775,-3.70379,"27,057.2",0.84623097
2478,1973,Graduation,Married,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,SP,38,6,40.416775,-3.70379,"27,057.2",0.84623097
1160,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,SP,49,10,40.416775,-3.70379,"27,057.2",0.84623097
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,SP,358,13,40.416775,-3.70379,"27,057.2",0.84623097
1000,1961,Master,Together,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,SP,964,27,40.416775,-3.70379,"27,057.2",0.84623097
3099,1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,SP,310,16,40.416775,-3.70379,"27,057.2",0.84623097
7966,1959,Graduation,Single,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,1,SP,1191,30,40.416775,-3.70379,"27,057.2",0.84623097
3571,1961,PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,1,0,SP,1101,19,40.416775,-3.70379,"27,057.2",0.84623097
1640,1954,Graduation,Divorced,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,SP,108,8,40.416775,-3.70379,"27,057.2",0.84623097
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,SP,641,19,40.416775,-3.70379,"27,057.2",0.84623097
9423,1979,Master,Married,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,SP,46,8,40.416775,-3.70379,"27,057.2",0.84623097
5294,1989,Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,SP,57,10,40.416775,-3.70379,"27,057.2",0.84623097
1215,1978,Graduation,Together,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,SP,1572,23,40.416775,-3.70379,"27,057.2",0.84623097
